sample,model,response_time,transcription,accuracy
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,gladia,1.9,Tarvitseeko ilmastonverta huolta?,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,google-latest_long,1.08,Tarvitseeko ilmastointilaite huomaa hän voisi tuolta?,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,groq-whisper-large-v3,0.33," Tarvitseeko ilmastonveraita huomaa? Kyllä, hän voi pyöriä.",0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,groq-whisper-large-v3-turbo,0.41," Tarvitsiiko ilmastonviraita huomioon? Kyllä, hän voi syöltää.",0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,elevenlabs,0.93,(taustahälyä) Tarvitseeko ilmastointia yhtään huolta? No vähän voisi kuohua täällä.,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,fal,1.18,Tarvitseeko ilmastonveraita huomaa? - Hyvämmin voisi.,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,speechmatics,0.0,,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,openai-gpt-4o-transcribe,1.92,Tarvitseeko Ilves pelata huomenna?,0.0
01940ab5-7691-4cd0-b3ac-725bb9ead2db.wav,latice,0.55,Tarvitseeko ilmastonvaraan huoltoa? – Hän voisi työttää.,0.0
,,,,
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,deepgram-nova-3,5.81,CCK060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,gladia,2.35,CCK 060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,google-latest_long,0.88,cck060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,groq-whisper-large-v3,0.23, CCK 060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,groq-whisper-large-v3-turbo,0.34, CCK 060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,elevenlabs,0.58,CCK060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,fal,1.08,cck060,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,speechmatics,0.0,,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,openai-gpt-4o-transcribe,0.85,CCK060.,0.0
0198ea55-fbc5-4243-92d4-ebb1d387f520.wav,latice,0.35,C C K 0 C 0,0.0
,,,,
01ceda3d-d800-4efe-b20b-503f517c2286.wav,deepgram-nova-3,3.86,Etuvalon umpio.,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,gladia,1.17,etuvalon umpio,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,google-latest_long,0.65,etuvalon umpio,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,groq-whisper-large-v3,0.38, etuvalon umpio,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,groq-whisper-large-v3-turbo,0.34, etuvalon umpio,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,elevenlabs,0.51,Etuvalon umpio.,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,fal,1.09,etuvalon umpio,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,speechmatics,0.0,,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,openai-gpt-4o-transcribe,0.65,Etuvaloumpio.,0.0
01ceda3d-d800-4efe-b20b-503f517c2286.wav,latice,0.45,"...Öö, etuvalon umpio.",0.0
,,,,
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,deepgram-nova-3,2.1,"ZZZ, yhdeksänkymmentäyhdeksän, yhdeksänkymmentäyhdeksän.",0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,gladia,1.07,Tset tset tset. Yhdeksän,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,google-latest_long,0.83,ZZ,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,groq-whisper-large-v3,0.35, Tset tset tset. Yhdeksän yhdeksän yhdeksän.,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,groq-whisper-large-v3-turbo,0.33, ZZZ9999,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,elevenlabs,0.5,Zzz 999.,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,fal,1.14,Tset tset tset. Yhdeksä yhdeksä yhdeksä.,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,speechmatics,0.0,,0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,openai-gpt-4o-transcribe,1.47,"Tset tset tset, yhdeksän yhdeksän yhdeksän.",0.0
02c67915-bd1f-4983-a49e-c19c1842fcf7.wav,latice,0.36,Zzzz... 999,0.0
,,,,
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,deepgram-nova-3,2.59,,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,gladia,1.13,JQK 832,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,google-latest_long,8.43,jqk 832,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,groq-whisper-large-v3,0.33, jqk 832,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,groq-whisper-large-v3-turbo,0.36, JQK 832,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,elevenlabs,0.52,JQK 832.,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,fal,1.0,jqk 832,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,speechmatics,0.0,,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,openai-gpt-4o-transcribe,0.83,JKK 832.,0.0
0359fb18-598f-4c40-9bd3-c8d1b7f0932e.wav,latice,0.37,Jqk 8 3 2,0.0
,,,,
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,deepgram-nova-3,1.51,"Mikä on kotiosoitteesi? Mulla sote on Rantakatu neljäkymmentäviisi Oulu. Okei, eli se oli Rantakatu neljäkymmentäviisi Oulu? Joo oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,gladia,1.9,"Mikä on votiosoitteesi? Joo, mua osoite on Rantakatu 45 Oulu. Okei, eli se oli Rantakatu 45 Oulu. Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,google-latest_long,1.73,"Mikä on kotiosoitteesi? joo, mua on sote on Rantakatu 45, Oulu Okei eli se oli Rantakatu 45 ollut Joo oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,groq-whisper-large-v3,0.51," Mikä on potiosoitteesi? Joo, mua osoite on Rantakatu 45 Oulu. Okei, eli se oli Rantakatu 45 Oulu. Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,groq-whisper-large-v3-turbo,0.59," Mikä on votiosoitteesi? Joo, mua osoite on Rantakatu 45 Oulu. Okei, eli se oli Rantakatu 45 Oulu? Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,elevenlabs,1.21,"Mikä on kotiosoitteesi? Joo, mun osoite on Rantakatu nelkytviis, Oulu. Okei, eli se oli Rantakatu nelkytviis, Oulu. Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,fal,1.51,"Mikä on kotiosoitteesi? Joo, mua osoite on Rantakatu 45 Oulu. Okei, eli se oli Rantakatu 45 Oulu. Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,speechmatics,0.0,,0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,openai-gpt-4o-transcribe,1.66,"Mikä on kotiosoitteesi? Ja mun osoite on Rantakatu 45, Oulu. Okei, eli se oli Rantakatu 45, Oulu. Joo, oikein meni.",0.0
03be18bc-34f0-433d-a3c1-4607ba63bdf8.wav,latice,0.76,"Mikä on votiosoitteesi? Joo, muu on Soteo Rantakatu, 45 Oulu. Okei, eli se oli Rantakatu 45 Oulu. Joo, oikein meni.",0.0
,,,,
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,deepgram-nova-3,2.14,Mikäs mun rekisterinumero on? ABC viisisataakaksitoista Eli ABC viisisataakaksitoista? Ei siis ABC viisisataakaksitoista ABC viisisataakaksitoista? Joo Kyllä,0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,gladia,1.72,"Mikäs mun rekisterinumero on? ABC 512. Eli ABC 152. Ei, kun siis ABC 512. ABC 512. Joo. Kyllä.",0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,google-latest_long,4.16,Mikäs rekisterinumero on ABC 512 eli abc152? Aa ei eiku siis ABC 512 ABC 512 Joo kyllä.,0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,groq-whisper-large-v3,0.73," Mikä se on rekisterinumero? ABC 512. Eli ABC 152. Ei, kun siis ABC 512. ABC 512. Joo. Kyllä.",0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,groq-whisper-large-v3-turbo,0.38," Mikäs mun rekisterinumero on? ABC512 Eli ABC152 Ei, siis ABC512 ABC512 Joo Kyllä.",0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,elevenlabs,1.29,"Mm. Mikäs sun rekisterinumero on? Aa, ABC viisykskaks. Eli ABC yksviiskaks. Aa ei, eiku siis ABC viisykskaks. ABC viisykskaks. Joo. Kyllä.",0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,fal,1.69,Mikäs mun rekisterinumero on? ABC 512. Eli ABC 152. Ei kun siis ABC 512. ABC 512. Joo. Kyllä.,0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,speechmatics,0.0,,0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,openai-gpt-4o-transcribe,1.35,ABC512.,0.0
03d879c4-3ac1-4f46-963a-51f59d30114b.wav,latice,0.73,Mikä se on rekisterinomero on? Kivol ABC-512.Eli ABC-152. [?Ei kun siis ABC-512.!!]ABC-512.ÿÿJoo.,0.0
,,,,
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,deepgram-nova-3,3.9,Tehdään softapäivitys niin saadaan sen vaihteiston nykiminen pois.,0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,gladia,1.02,"Tehdään softa-päivitys, niin saadaan sen vaihteiston nykyminen pois.",0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,google-latest_long,1.09,"Tehdään softapäivitys, niin saadaan se vaihteiston nykiminen pois.",0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,groq-whisper-large-v3,0.37," Tehdään softa-päivitys, niin saadaan se vaihteiston nykyminen pois.",0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,groq-whisper-large-v3-turbo,0.37," Tehdään softapäivitys, niin saadaan sen vaihteiston nykyminen pois.",0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,elevenlabs,0.74,"Tehdään softapäivitys, niin saadaan se vaihteiston nykiminen pois.",0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,fal,1.23,tehdään softa päivitys niin saadaan sen vaihteiston nykyminen pois,0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,speechmatics,0.0,,0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,openai-gpt-4o-transcribe,0.69,Tehdään softapäivitys niin saadaan se vaihteiston nykiminen pois.,0.0
0432c8f0-4ff8-4b65-9262-7affa7c0e368.wav,latice,0.55,"–Tähään softapäivitys, niin saadaan se vaihteiston nykyminen pois.",0.0
,,,,
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,deepgram-nova-3,0.92,Z-K-T-yhdeksänkymmentäneljäkaksi Sorro-Kalle-Timo-yhdeksänkymmentäneljäkaksi,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,gladia,1.17,ZKT942 Zorro Kalle Timo 942,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,google-latest_long,1.35,z k t942 Zorro Kalle Timo 942,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,groq-whisper-large-v3,0.41, ZKT942 Zorro Kalle Timo 942,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,groq-whisper-large-v3-turbo,0.35, ZKT942 Zorro Kalle Timo 942,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,elevenlabs,0.72,"ZKT942. Zorro, Kalle Timo yheksän neljä kaks.",0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,fal,1.29,ZKT942 Zorro Kalle Timo 942,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,speechmatics,0.0,,0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,openai-gpt-4o-transcribe,1.12,"ZKT942, Zorro-Kalle-Timo yhdeksänneljäkaksi.",0.0
04faf2d1-e0cf-4ed1-90f4-4b04d58ba680.wav,latice,0.45,ZKT-942 KivolKalle Timo 942,0.0
,,,,
052a56f0-4f89-459c-8309-6bac31d89c78.wav,deepgram-nova-3,1.01,PBP kahdeksankymmentäkahdeksan,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,gladia,0.91,pbb808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,google-latest_long,0.69,PPP 808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,groq-whisper-large-v3,0.3, pbb808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,groq-whisper-large-v3-turbo,0.27, PPP808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,elevenlabs,0.51,PBP 808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,fal,1.1,pbb808,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,speechmatics,0.0,,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,openai-gpt-4o-transcribe,0.78,BBP 808.,0.0
052a56f0-4f89-459c-8309-6bac31d89c78.wav,latice,0.36,Pbp 8 0 8,0.0
,,,,
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,deepgram-nova-3,2.65,"Mikä sun sähköpostiosoite on? Alisa-k. Saarijahu piste com Eli alisa f. Saarijahu piste com Joo oikein. Hyvä, kiitos.",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,gladia,2.21,"Mikä se sähköpostiosoite on? alisa-k.saari.com Eli alisa-k.saari.com Joo oikein. Hyvä, kiitos.",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,google-latest_long,2.7,Mikä sun sähköpostiosoite on? Öö alisaviiva k. Saari@johu.com eli Alisa vi k.saari jahuu.com Joo oikein hyvä kiitos.,0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,groq-whisper-large-v3,0.51," Mikä se on sähköpostiosoite? alisa-k.saari.com Eli alisa-k.saari.com Joo oikein. Hyvä, kiitos.",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,groq-whisper-large-v3-turbo,0.43," Mikä sen sähköpostiosite on? alisa-k.saari.jahoo.com Eli alisa-k.saari.jahoo.com Joo, oikein. Hyvä, kiitos.",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,elevenlabs,1.37,"Mikä sun sähköpostiosoite on? Ää, alisa viiva k piste saari ät yahoo piste com. Eli alisa viiva k piste saari ät yahoo piste com. Joo oikein. Hyvä, kiitos!",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,fal,1.53,"Mikä se sähköpostiosoite on? alisa-k.saari@yahoo.com Eli alisa-k.saari@yahoo.com Joo oikein. Hyvä, kiitos.",0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,speechmatics,0.0,,0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,openai-gpt-4o-transcribe,1.2,Mikä sun sähköpostiosoite on?,0.0
052a76c5-d855-4e82-9ed1-606c66d298f5.wav,latice,1.03,"Minkä sinun sähköpostiosoite on?ÿÿ alisa-k.saari at yahoo.com!!] Eli alisa-k.saari at yahoo.com�о Joo, oikein. Kivol Hyvä, kiitos.",0.0
,,,,
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,deepgram-nova-3,1.71,Kaksi tonnia kolme tonnia neljä tonnia viisi tonnia kymmenen tonnia viisitoista tonnia kaksikymmentä tonnia kolmekymmentä tonnia neljäkymmentä tonnia viisikymmentä tonnia kuusikymmentä tonnia seitsemänkymmentä tonnia kahdeksankymmentä tonnia yhdeksänkymmentä tonnia sata tonnia sataviisikymmentä tonnia kaksisataa tonnia kolmesataa tonnia kaksi tonnia neljäsataa,0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,gladia,2.67,"2 tonnia, 3 tonnia, 4 tonnia, 5 tonnia, 10 tonnia, 15 tonnia, 20 tonnia, 30 tonnia, 40 tonnia, 50 tonnia, 60 tonnia, 70 tonnia, 80 tonnia, 90 tonnia. 100 000, 100 000, 150 000, 200 000, 300 000, 2 400 000.",0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,google-latest_long,6.15,K tonnia kol tonnia 4 tonnia 5 tonnia 10 tonnia 15 tonnia. 20 tonnia 30 tonnia 40 tonnia 50 tonnia 60 tonnia. 70 tonnia 80 tonnia 90 tonnia 100 tonnia. 150 tonnia 200 tonnia 300 tonnia 400,0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,groq-whisper-large-v3,1.52," 1 000, 2 000, 3 000, 4 000, 5 000, 10 000, 15 000, 20 000, 30 000, 40 000, 50 000, 60 000, 70 000, 80 000 90 000 100 000 150 000 200 000 300 000 2 400",0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,groq-whisper-large-v3-turbo,1.24," 2 tonnia, 3 tonnia, 4 tonnia, 5 tonnia, 10 tonnia, 15 tonnia, 20 tonnia, 30 tonnia, 40 tonnia 50 000, 60 000, 70 000, 80 000, 90 000, 100 000, 150 000, 200 000, 300 000, 200 000, 400 000,",0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,elevenlabs,2.4,"(laitteen piippausta) Kaks tonnii, kolme tonnii, neljä tonnii, viis tonnii, kymmenen tonnii, viistoist tonnii. Kakskymment tonnii, kolkyt tonnii, nelkkyt tonnii, viiskyt tonnii, kuuskyt tonnii, seitkyt tonnii, kasikyt tonnii, yheksänkyt tonnii, sata tonnii, sataviiskyt tonnii, kakssataa tonnii, kolmesataa tonnii, kakstonnii neljäsataa.",0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,fal,1.63,2 tonnia 3 tonnia 4 tonnia 5 tonnia 10 tonnia 15 tonnia 20 tonnia 30 tonnia 40 tonnia 50 tonnia 60 tonnia 70 tonnia 80 tonnia 90 tonnia 100 tonnia 150 tonnia 200 tonnia 300 tonnia 2400,0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,speechmatics,0.01,,0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,openai-gpt-4o-transcribe,3.11,"Kaks tonnii, kolme tonnii, neljä tonnii, viis tonnii, kymmenen tonnii, viistoist tonnii, kakskymment tonnii, kolkyt tonnii, nelkyt tonnii, viiskyt tonnii, kuuskyt tonnii, seitkyt tonnii, kasikyt tonnii, yhekskyt tonnii, sata tonnii, sataviiskyt tonnii, kaksataa tonnii, kolmesataa tonnii, kakstonnia neljäsataa.",0.0
05c712fb-c3de-478c-bcd5-f17e2ea21b5e.wav,latice,1.35,2 tonnia... 3 tonnia... 4 tonnia... 5 tonnia... 10 tonnia... 15 tonnia... 20 tonnia... 30 tonnia... 40 tonnia... 50 tonnia... 60 tonnia... 70 tonnia,0.0
,,,,
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,deepgram-nova-3,6.94,SZC neljäkymmentäneljä,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,gladia,1.18,SZC 404,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,google-latest_long,0.68,sz404,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,groq-whisper-large-v3,0.35, SZC 404,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,groq-whisper-large-v3-turbo,0.25, SZC404,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,elevenlabs,0.63,No joo. SZC neljä nolla neljä.,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,fal,1.05,SZC 404,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,speechmatics,0.0,,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,openai-gpt-4o-transcribe,0.96,STC404.,0.0
0655a41d-801e-4c71-bcfa-91d2dec6c6ed.wav,latice,0.36,SZC-404,0.0
,,,,
069dffa1-e47f-4393-80c7-021403fdf853.wav,deepgram-nova-3,1.22,CCK kuusikymmentäneljäkuusi,0.0
069dffa1-e47f-4393-80c7-021403fdf853.wav,gladia,1.01,CCK606,0.0
069dffa1-e47f-4393-80c7-021403fdf853.wav,google-latest_long,2.38,cck 606,0.0
069dffa1-e47f-4393-80c7-021403fdf853.wav,groq-whisper-large-v3,0.33, CCK 606,0.0
